age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,segment,job_change,relocation,competitor_pricing_gap,upi_frequency_drop,app_login_decay,credit_card_count,avg_monthly_balance,loan_interest_rate
41,technician,divorced,unknown,no,285542.96,no,no,unknown,12,dec,1863,2,-1,0,unknown,yes,Salaried,0,0,-0.1,0.02,0.18,3,95780.19,0.0
45,technician,single,secondary,no,62097.89,yes,no,cellular,28,jul,893,8,98,0,unknown,yes,Salaried,0,0,-0.1,0.3,0.41,1,56855.88,0.0
25,student,divorced,unknown,no,2341.2,no,no,unknown,16,sep,735,10,-1,0,unknown,no,Student,0,0,-0.18,0.2,0.88,0,1256.3,0.0
51,entrepreneur,divorced,tertiary,no,1960026.48,no,yes,unknown,18,jun,2925,9,-1,0,unknown,yes,MSME,0,0,0.06,0.37,0.59,2,173118.15,13.78
20,student,divorced,unknown,no,2569.08,no,no,telephone,29,sep,1181,7,-1,0,unknown,no,Student,0,0,0.01,0.41,0.37,0,983.57,0.0
32,management,married,primary,no,344861.26,yes,no,telephone,22,dec,2311,4,288,1,failure,yes,Salaried,0,0,-0.86,0.12,0.35,1,86347.45,0.0
42,technician,divorced,tertiary,no,36363.07,yes,no,unknown,18,dec,2481,4,100,3,other,yes,Salaried,1,0,0.89,0.34,0.43,2,32262.41,0.0
18,student,divorced,secondary,no,2199.69,no,no,cellular,30,jun,2454,1,155,4,failure,yes,Student,0,0,-0.42,0.35,0.65,0,695.1,0.0
54,admin.,single,unknown,no,213806.31,no,no,unknown,27,nov,46,2,178,1,other,yes,Salaried,1,0,-1.04,0.09,0.11,3,22815.37,0.0
49,entrepreneur,married,secondary,no,550351.59,yes,yes,cellular,3,feb,695,9,-1,0,unknown,no,MSME,0,0,-0.11,0.41,0.49,3,61117.58,11.1
28,admin.,married,primary,no,273499.56,no,no,cellular,2,mar,1041,9,-1,0,unknown,no,Salaried,1,0,-0.65,0.3,0.47,3,69957.7,0.0
42,blue-collar,divorced,primary,no,5348.34,no,no,cellular,17,feb,1197,5,45,3,success,yes,Jan Dhan,0,0,-0.58,0.78,0.19,0,3207.11,0.0
24,student,divorced,tertiary,no,4004.18,no,yes,unknown,1,sep,2283,3,-1,0,unknown,yes,Student,0,0,-0.39,0.38,0.68,0,942.47,0.0
65,housemaid,divorced,tertiary,no,2117.37,no,no,cellular,6,nov,2333,1,282,5,unknown,yes,Jan Dhan,0,0,-1.71,0.47,0.26,0,4528.14,0.0
43,management,divorced,tertiary,no,72825.42,no,no,telephone,5,oct,2331,6,162,1,unknown,yes,Salaried,0,0,0.14,0.36,0.31,1,23503.83,0.0
41,unemployed,married,primary,no,6795.8,no,no,cellular,20,feb,1159,3,-1,0,unknown,no,Jan Dhan,0,0,-1.77,0.62,0.14,0,1657.81,0.0
18,student,divorced,unknown,no,4081.95,no,no,telephone,5,jun,1617,4,-1,0,unknown,yes,Student,0,0,-0.81,0.22,0.43,0,1653.8,0.0
32,technician,married,tertiary,no,78781.64,yes,yes,cellular,25,aug,959,2,136,1,unknown,yes,Salaried,0,0,0.37,0.26,0.47,1,30227.34,0.0
27,entrepreneur,divorced,secondary,no,127814.16,yes,yes,cellular,13,jun,2417,2,265,3,other,yes,MSME,0,0,0.6,0.26,0.42,3,96451.26,13.81
60,admin.,single,tertiary,no,255900.12,no,no,telephone,27,feb,2717,4,213,5,unknown,no,Salaried,0,0,-1.37,0.21,0.11,1,52391.39,0.0
26,entrepreneur,married,secondary,no,525157.1,yes,no,cellular,13,oct,2318,1,-1,0,unknown,yes,MSME,0,0,-0.59,0.12,0.41,2,308068.93,8.97
44,unemployed,divorced,tertiary,no,7946.16,no,no,unknown,20,oct,291,4,194,1,unknown,yes,Jan Dhan,0,0,0.73,0.73,0.05,0,4102.27,0.0
63,entrepreneur,divorced,secondary,no,237782.22,yes,no,unknown,18,jan,2789,7,268,2,unknown,no,MSME,0,0,0.82,0.42,0.54,4,455723.7,11.6
44,technician,divorced,unknown,no,404264.31,yes,no,cellular,1,dec,39,10,-1,0,unknown,yes,Salaried,0,0,-1.38,0.31,0.13,0,51166.6,0.0
28,admin.,married,secondary,no,218775.08,yes,yes,cellular,26,sep,1986,3,190,2,failure,no,Salaried,0,0,-0.81,0.23,0.27,2,37210.75,0.0
32,entrepreneur,divorced,primary,no,1508237.68,yes,yes,cellular,31,nov,31,2,75,4,success,yes,MSME,0,0,-0.89,0.41,0.15,4,402399.17,13.7
47,technician,married,primary,no,331525.86,yes,yes,cellular,22,sep,1181,4,-1,0,unknown,yes,Salaried,0,0,-0.92,0.38,0.3,2,75486.5,0.0
40,self-employed,single,tertiary,no,39424298.19,no,yes,unknown,18,oct,1435,6,-1,0,unknown,yes,HNI,0,0,0.79,0.04,0.08,7,7026958.42,0.0
44,blue-collar,married,tertiary,no,5586.31,no,no,telephone,31,jul,2316,8,125,3,success,no,Jan Dhan,0,0,-0.55,0.46,0.1,0,2515.85,0.0
32,unemployed,married,secondary,no,8001.61,no,no,cellular,13,nov,1410,2,-1,0,unknown,no,Jan Dhan,0,0,0.68,0.67,0.11,0,2062.13,0.0
37,entrepreneur,married,secondary,no,1023048.71,yes,yes,unknown,4,feb,2778,8,-1,0,unknown,yes,MSME,0,0,-1.05,0.24,0.23,2,155687.62,9.45
61,entrepreneur,divorced,unknown,no,1744099.23,yes,no,cellular,18,jan,2068,6,-1,0,unknown,yes,MSME,0,0,-0.45,0.34,0.36,4,132292.34,12.59
21,student,married,unknown,no,1959.2,no,no,unknown,11,jun,763,8,-1,0,unknown,no,Student,0,0,-0.9,0.31,0.82,0,1042.4,0.0
58,admin.,single,secondary,no,489843.5,yes,yes,unknown,24,mar,1947,1,91,3,other,yes,Salaried,1,0,-0.45,0.32,0.36,1,84206.21,0.0
41,management,divorced,primary,no,285447.84,yes,no,cellular,11,may,1488,6,287,2,unknown,yes,Salaried,0,0,0.04,0.02,0.35,0,48864.16,0.0
56,admin.,married,tertiary,no,489892.84,yes,yes,cellular,31,mar,696,6,216,0,unknown,yes,Salaried,0,0,-1.06,0.19,0.34,2,45184.27,0.0
60,technician,single,secondary,no,203773.11,yes,no,unknown,5,dec,971,5,-1,0,unknown,yes,Salaried,0,0,-1.81,0.3,0.47,3,81382.79,0.0
23,management,single,secondary,no,266751.57,yes,no,unknown,15,nov,527,3,-1,0,unknown,yes,Salaried,0,0,0.58,0.03,0.31,0,23833.91,0.0
56,management,divorced,unknown,no,278787.18,yes,yes,cellular,21,sep,1278,6,-1,0,unknown,no,Salaried,0,0,-0.9,0.07,0.35,1,97411.09,0.0
18,unemployed,married,tertiary,no,3438.85,yes,no,cellular,14,may,2455,4,4,1,success,yes,Jan Dhan,0,0,-1.25,0.86,0.0,0,2345.99,0.0
46,admin.,married,tertiary,no,138860.33,yes,yes,telephone,18,may,1701,4,-1,0,unknown,yes,Salaried,0,0,-0.63,0.32,0.26,3,68152.46,0.0
53,admin.,divorced,unknown,no,167115.42,no,no,unknown,8,feb,627,1,-1,0,unknown,yes,Salaried,0,0,0.4,0.07,0.27,1,19218.73,0.0
24,management,married,unknown,no,49309.32,yes,no,unknown,4,dec,1029,7,-1,0,unknown,yes,Salaried,0,0,-0.62,0.03,0.39,1,19763.26,0.0
35,management,single,tertiary,no,200670.25,yes,no,cellular,10,apr,1486,1,-1,0,unknown,yes,Salaried,0,0,-1.95,0.29,0.08,2,94578.3,0.0
47,admin.,single,secondary,no,14375.63,no,yes,cellular,22,oct,1396,1,31,5,other,no,Salaried,0,0,-1.62,0.28,0.35,0,64391.55,0.0
57,self-employed,married,tertiary,no,37193063.92,yes,no,cellular,16,apr,2331,3,279,2,success,yes,HNI,0,0,0.74,0.03,0.07,2,7203249.82,0.0
20,student,divorced,secondary,no,2301.98,no,no,unknown,20,jun,2550,4,-1,0,unknown,no,Student,0,0,-0.84,0.67,0.57,0,1312.41,0.0
57,admin.,single,secondary,no,310389.23,yes,no,unknown,7,feb,1998,4,-1,0,unknown,yes,Salaried,0,0,-0.03,0.04,0.16,2,49833.38,0.0
38,admin.,married,primary,no,189513.47,yes,yes,cellular,24,jul,1521,1,-1,0,unknown,no,Salaried,0,0,-1.77,0.26,0.46,0,16112.32,0.0
28,technician,divorced,unknown,no,123198.82,yes,no,unknown,25,nov,2371,6,235,0,unknown,yes,Salaried,0,0,-0.8,0.1,0.26,3,31104.14,0.0
56,services,married,unknown,no,9335.2,no,no,unknown,11,oct,995,10,-1,0,unknown,no,Jan Dhan,0,0,0.23,0.9,0.17,0,4512.42,0.0
47,admin.,single,secondary,no,365893.51,no,no,unknown,1,dec,1140,9,-1,0,unknown,no,Salaried,0,0,-1.53,0.4,0.26,2,65639.84,0.0
40,entrepreneur,single,unknown,no,504338.59,yes,yes,unknown,23,dec,2370,2,-1,0,unknown,no,MSME,0,0,-1.76,0.54,0.56,3,91357.3,10.4
44,management,divorced,unknown,no,214095.64,yes,no,cellular,17,jan,1317,9,-1,0,unknown,yes,Salaried,0,0,-1.54,0.26,0.11,0,88931.85,0.0
63,retired,divorced,primary,no,29612232.98,no,no,cellular,9,feb,1642,9,-1,0,unknown,yes,HNI,0,0,-1.41,0.08,0.06,3,2998770.65,0.0
57,technician,single,unknown,no,498568.6,yes,no,cellular,12,apr,1323,6,13,1,failure,no,Salaried,0,1,-0.67,0.17,0.13,1,35596.78,0.0
21,student,divorced,secondary,no,1078.46,no,no,unknown,27,may,66,6,57,3,success,no,Student,0,0,-0.39,0.27,0.81,0,1636.6,0.0
38,technician,married,secondary,no,246682.9,yes,no,cellular,7,dec,2541,5,28,5,unknown,yes,Salaried,0,0,-0.01,0.15,0.33,1,74081.05,0.0
24,blue-collar,divorced,primary,no,2924.96,no,no,unknown,16,oct,2187,2,-1,0,unknown,no,Jan Dhan,0,0,0.78,0.89,0.12,0,4417.01,0.0
51,housemaid,divorced,tertiary,no,3335.7,no,no,cellular,17,may,263,5,-1,0,unknown,no,Jan Dhan,1,0,-1.32,0.57,0.05,0,1967.0,0.0
26,blue-collar,married,secondary,no,7298.9,no,no,cellular,14,may,2489,6,-1,0,unknown,yes,Jan Dhan,0,0,-0.38,0.84,0.2,0,2603.59,0.0
44,entrepreneur,single,tertiary,no,1392637.57,yes,yes,cellular,18,dec,494,3,-1,0,unknown,no,MSME,0,0,0.64,0.56,0.55,5,459303.22,10.58
50,technician,divorced,tertiary,no,467546.58,no,yes,telephone,20,apr,2452,4,-1,0,unknown,yes,Salaried,0,0,-0.57,0.05,0.09,2,27916.35,0.0
45,admin.,married,unknown,no,427543.42,yes,yes,cellular,22,apr,847,2,91,4,success,yes,Salaried,0,0,0.66,0.09,0.08,3,55276.99,0.0
60,technician,divorced,primary,no,413920.97,yes,yes,cellular,15,aug,183,4,266,5,unknown,no,Salaried,0,0,-0.11,0.23,0.47,2,48502.81,0.0
43,housemaid,divorced,secondary,no,7736.77,yes,no,cellular,21,aug,380,9,-1,0,unknown,no,Jan Dhan,0,0,0.09,0.55,0.05,0,1429.57,0.0
50,admin.,single,primary,no,97650.5,yes,yes,cellular,23,aug,2607,6,44,5,other,yes,Salaried,0,0,0.3,0.13,0.05,1,90016.62,0.0
31,admin.,married,secondary,no,435721.08,yes,yes,cellular,5,apr,24,10,-1,0,unknown,no,Salaried,0,0,-0.37,0.12,0.03,1,80378.33,0.0
40,entrepreneur,divorced,secondary,no,472904.0,yes,yes,cellular,5,jan,2685,6,-1,0,unknown,no,MSME,0,0,0.51,0.1,0.4,4,254182.32,10.65
28,entrepreneur,married,tertiary,no,262330.91,yes,yes,unknown,3,may,1332,6,-1,0,unknown,no,MSME,0,0,-1.81,0.52,0.43,2,122600.85,9.71
22,student,divorced,primary,no,1713.12,no,no,cellular,23,oct,2905,5,219,2,failure,yes,Student,1,0,-0.51,0.23,0.43,0,814.77,0.0
33,technician,single,unknown,no,124033.6,yes,no,cellular,11,jun,2305,4,-1,0,unknown,no,Salaried,0,0,-1.8,0.01,0.0,2,98236.9,0.0
22,admin.,married,unknown,no,346059.54,yes,no,unknown,26,jan,2654,3,-1,0,unknown,yes,Salaried,0,0,-0.39,0.38,0.28,2,48664.19,0.0
48,technician,married,tertiary,no,37450.92,no,no,cellular,5,may,137,6,-1,0,unknown,yes,Salaried,0,0,-0.21,0.22,0.34,2,63020.12,0.0
42,technician,divorced,tertiary,no,25497.83,yes,no,cellular,12,jan,837,2,-1,0,unknown,no,Salaried,0,0,-1.54,0.15,0.44,3,22377.81,0.0
55,management,single,primary,no,390011.27,yes,yes,cellular,23,sep,484,1,-1,0,unknown,no,Salaried,0,0,-1.74,0.39,0.05,1,80405.92,0.0
22,student,divorced,tertiary,no,210.15,no,no,unknown,22,feb,1126,3,81,0,unknown,no,Student,0,0,-0.46,0.32,0.43,0,1458.28,0.0
38,housemaid,divorced,tertiary,no,1415.57,no,no,cellular,2,mar,128,8,-1,0,unknown,yes,Jan Dhan,0,0,-0.82,0.52,0.08,0,3521.77,0.0
65,entrepreneur,married,secondary,no,1680540.09,yes,yes,cellular,26,dec,1928,2,234,5,success,no,MSME,0,0,-1.57,0.53,0.51,4,327341.9,9.87
41,services,married,primary,no,1833.53,no,no,cellular,4,jun,1970,8,88,2,other,no,Jan Dhan,0,0,0.14,0.83,0.1,0,4586.32,0.0
26,management,single,tertiary,no,271045.33,no,no,cellular,23,oct,1775,7,291,4,other,yes,Salaried,0,0,0.22,0.1,0.12,3,65195.56,0.0
32,entrepreneur,divorced,unknown,no,1204718.11,yes,yes,cellular,21,nov,261,2,-1,0,unknown,no,MSME,0,0,-0.09,0.28,0.32,4,196420.14,8.59
20,student,married,tertiary,no,2319.57,no,yes,unknown,30,jul,2950,6,-1,0,unknown,yes,Student,0,0,0.54,0.32,0.57,0,1423.36,0.0
18,student,married,unknown,no,104.13,no,no,telephone,23,jul,1673,7,-1,0,unknown,no,Student,0,0,-1.44,0.37,0.37,0,1968.04,0.0
51,entrepreneur,single,primary,no,350821.22,yes,yes,cellular,26,jul,1877,10,-1,0,unknown,no,MSME,0,0,0.46,0.53,0.11,2,110424.85,8.43
45,blue-collar,divorced,tertiary,no,5779.39,no,no,cellular,2,oct,1989,6,58,5,unknown,yes,Jan Dhan,0,0,0.95,0.65,0.07,0,4234.02,0.0
51,technician,divorced,tertiary,no,48334.95,yes,yes,telephone,29,jun,2201,1,241,4,success,yes,Salaried,0,0,-0.94,0.27,0.32,0,35844.66,0.0
28,blue-collar,divorced,unknown,no,6950.51,no,no,cellular,19,jan,2698,5,14,3,unknown,no,Jan Dhan,0,0,0.35,0.79,0.09,0,2988.18,0.0
39,management,single,tertiary,no,16959.47,yes,no,unknown,8,aug,750,9,17,0,unknown,yes,Salaried,1,0,0.47,0.3,0.46,0,66324.83,0.0
48,management,married,primary,no,126594.25,yes,no,cellular,15,jul,1960,5,-1,0,unknown,no,Salaried,0,0,-0.58,0.23,0.08,3,76709.92,0.0
25,entrepreneur,married,unknown,no,613144.83,no,yes,telephone,21,may,1382,5,-1,0,unknown,yes,MSME,0,0,-0.62,0.67,0.37,4,221901.84,9.89
61,unemployed,single,primary,no,5199.52,no,no,cellular,4,sep,435,8,-1,0,unknown,no,Jan Dhan,0,0,-1.9,0.56,0.3,0,3388.59,0.0
21,student,divorced,secondary,no,4757.4,no,no,unknown,23,mar,1047,5,-1,0,unknown,no,Student,0,0,-1.17,0.71,0.37,0,1562.11,0.0
45,entrepreneur,single,unknown,no,551806.36,no,yes,cellular,30,apr,2509,7,92,0,unknown,no,MSME,0,0,-1.34,0.7,0.29,1,174779.37,8.37
41,entrepreneur,single,primary,no,251409.88,yes,yes,telephone,9,mar,2877,6,-1,0,unknown,yes,MSME,0,0,-0.53,0.11,0.49,1,81685.55,12.37
29,entrepreneur,married,tertiary,no,1103251.0,yes,yes,cellular,21,nov,381,6,274,0,unknown,no,MSME,0,0,-1.13,0.17,0.49,1,222990.74,12.14
46,technician,divorced,secondary,no,103591.55,no,yes,cellular,7,jan,2958,10,123,3,unknown,yes,Salaried,0,0,-0.5,0.14,0.32,3,91199.16,0.0
26,entrepreneur,divorced,secondary,no,122233.23,yes,yes,unknown,8,feb,161,3,-1,0,unknown,yes,MSME,0,0,-1.86,0.23,0.3,1,201973.37,12.33
20,student,single,primary,no,3200.04,no,yes,cellular,20,oct,913,2,104,2,success,no,Student,0,1,-0.27,0.57,0.36,1,1731.11,0.0
38,entrepreneur,single,unknown,no,1540244.37,no,yes,cellular,19,jan,556,2,-1,0,unknown,no,MSME,0,0,-1.98,0.55,0.24,5,128051.44,8.38
22,student,divorced,unknown,no,2139.49,no,no,cellular,31,mar,2510,1,93,4,unknown,no,Student,0,0,-0.96,0.32,0.72,0,1658.84,0.0
25,blue-collar,divorced,secondary,no,6189.21,no,no,cellular,7,feb,621,8,-1,0,unknown,no,Jan Dhan,0,0,-1.84,0.65,0.3,0,4313.66,0.0
34,housemaid,divorced,secondary,no,6168.19,no,no,cellular,1,aug,2119,2,-1,0,unknown,no,Jan Dhan,0,0,-1.02,0.45,0.14,0,4450.4,0.0
42,admin.,single,unknown,no,391697.89,no,yes,cellular,2,jul,603,4,-1,0,unknown,yes,Salaried,0,0,0.16,0.17,0.12,2,34361.48,0.0
47,self-employed,single,tertiary,no,8106164.71,no,yes,telephone,26,nov,2514,3,-1,0,unknown,yes,HNI,0,0,-0.53,0.09,0.02,2,3525437.39,0.0
51,management,divorced,secondary,no,17106.89,yes,yes,unknown,29,jan,1721,1,21,5,unknown,yes,Salaried,0,0,0.43,0.13,0.12,3,77575.2,0.0
25,student,married,secondary,no,1278.51,no,no,telephone,3,jan,1975,5,83,4,unknown,no,Student,1,0,-1.58,0.77,0.74,0,518.63,0.0
41,services,divorced,primary,no,7039.02,no,no,cellular,25,may,2869,10,-1,0,unknown,yes,Jan Dhan,0,0,0.64,0.59,0.19,0,6.82,0.0
23,student,divorced,primary,no,4451.09,no,no,cellular,25,apr,576,6,-1,0,unknown,yes,Student,0,0,0.26,0.42,0.67,0,1048.39,0.0
36,management,divorced,primary,no,182828.72,no,no,cellular,18,nov,2192,5,232,5,unknown,no,Salaried,0,0,-1.74,0.02,0.21,2,57803.11,0.0
22,blue-collar,divorced,primary,no,1647.66,no,no,cellular,22,sep,550,8,178,3,unknown,no,Jan Dhan,0,0,0.62,0.48,0.04,0,560.12,0.0
46,entrepreneur,married,tertiary,no,852798.87,yes,yes,cellular,29,may,713,5,117,2,failure,no,MSME,0,0,-0.94,0.5,0.34,3,345092.23,12.72
28,housemaid,single,secondary,no,1822.81,no,no,cellular,11,oct,528,8,134,1,other,no,Jan Dhan,0,0,-1.05,0.85,0.21,0,876.8,0.0
52,unemployed,married,tertiary,no,5336.43,no,no,cellular,24,sep,2088,6,152,2,other,no,Jan Dhan,0,0,0.77,0.87,0.01,0,607.45,0.0
25,student,married,tertiary,no,4510.85,no,yes,cellular,2,oct,2636,4,-1,0,unknown,no,Student,0,0,-1.41,0.44,0.48,0,1326.44,0.0
30,entrepreneur,single,unknown,no,1952887.04,yes,yes,cellular,12,jan,1175,6,180,3,unknown,no,MSME,0,0,0.22,0.67,0.4,4,137502.52,9.91
32,technician,married,unknown,no,485476.73,yes,no,unknown,17,jun,280,10,-1,0,unknown,no,Salaried,0,0,-1.18,0.33,0.21,3,76931.47,0.0
58,admin.,married,unknown,no,107636.21,no,no,cellular,26,jan,640,5,154,0,unknown,yes,Salaried,0,0,-0.75,0.33,0.25,3,39604.37,0.0
37,admin.,married,tertiary,no,68483.79,no,no,telephone,16,dec,499,6,-1,0,unknown,no,Salaried,0,0,-1.82,0.24,0.49,2,56909.27,0.0
33,entrepreneur,single,secondary,no,746901.66,no,yes,unknown,6,feb,2462,3,279,2,failure,yes,MSME,0,0,-0.91,0.31,0.56,1,172701.66,10.52
27,blue-collar,single,primary,no,1369.49,yes,no,cellular,17,apr,781,9,-1,0,unknown,no,Jan Dhan,0,0,-1.65,0.61,0.23,0,1407.09,0.0
23,student,married,secondary,no,1626.71,no,no,unknown,1,dec,495,4,-1,0,unknown,yes,Student,0,0,-1.37,0.56,0.83,0,1725.56,0.0
29,admin.,single,unknown,no,19215.14,yes,no,cellular,9,jan,281,5,-1,0,unknown,yes,Salaried,0,0,-1.38,0.04,0.02,3,79373.39,0.0
40,blue-collar,single,secondary,no,907.79,no,no,cellular,3,feb,2378,1,-1,0,unknown,no,Jan Dhan,0,1,-1.48,0.87,0.28,0,4229.31,0.0
19,student,divorced,primary,no,4628.74,no,no,cellular,12,jul,1747,4,-1,0,unknown,no,Student,0,0,-1.06,0.62,0.58,1,1776.95,0.0
53,management,divorced,unknown,no,355318.15,yes,yes,cellular,14,may,1762,4,36,5,failure,no,Salaried,0,1,-0.53,0.15,0.25,0,21991.08,0.0
27,admin.,married,secondary,no,80250.11,yes,no,cellular,20,jul,512,4,218,2,failure,yes,Salaried,0,0,0.83,0.3,0.49,3,74078.15,0.0
47,management,single,primary,no,260593.11,yes,yes,cellular,2,feb,2050,1,92,4,failure,no,Salaried,0,0,-1.71,0.1,0.05,1,80279.96,0.0
53,management,single,unknown,no,108946.56,yes,no,unknown,4,jul,1853,6,193,3,unknown,yes,Salaried,0,0,0.58,0.14,0.13,3,56671.28,0.0
53,management,divorced,unknown,no,75899.24,yes,yes,cellular,28,mar,2085,1,201,3,success,yes,Salaried,0,0,0.93,0.27,0.05,3,56433.67,0.0
18,student,married,primary,no,728.17,no,no,cellular,12,jul,1448,1,-1,0,unknown,no,Student,0,0,-1.75,0.66,0.65,0,1714.33,0.0
32,entrepreneur,single,unknown,no,708308.8,yes,yes,cellular,11,jul,2346,7,-1,0,unknown,yes,MSME,0,0,0.03,0.35,0.43,1,292287.57,8.22
43,admin.,divorced,secondary,no,311265.66,yes,no,cellular,2,may,2359,7,-1,0,unknown,no,Salaried,0,0,-0.22,0.25,0.1,2,97401.36,0.0
55,management,divorced,tertiary,no,219281.89,yes,no,cellular,13,may,2569,9,-1,0,unknown,no,Salaried,0,0,-0.45,0.12,0.33,2,82630.4,0.0
51,management,single,secondary,no,469209.83,no,no,unknown,25,may,1793,7,-1,0,unknown,no,Salaried,0,0,-1.2,0.02,0.36,3,94444.05,0.0
61,unemployed,married,unknown,no,4058.66,no,no,cellular,14,jul,2659,1,-1,0,unknown,no,Jan Dhan,0,0,0.37,0.52,0.06,0,567.79,0.0
24,technician,married,tertiary,no,248062.56,no,no,telephone,29,feb,1635,3,-1,0,unknown,yes,Salaried,0,0,-1.64,0.13,0.45,0,19702.82,0.0
55,management,married,secondary,no,253261.04,no,no,unknown,7,mar,447,3,110,3,success,yes,Salaried,0,0,-0.53,0.32,0.06,0,35236.53,0.0
45,entrepreneur,married,primary,no,1114202.81,yes,yes,telephone,29,oct,152,1,123,4,success,no,MSME,0,1,-0.91,0.66,0.54,4,357232.3,13.78
21,student,single,secondary,no,4302.47,no,no,cellular,28,mar,1807,6,-1,0,unknown,no,Student,0,0,0.34,0.79,0.54,0,1864.68,0.0
43,technician,divorced,tertiary,no,216959.34,no,yes,cellular,1,jan,2637,3,-1,0,unknown,yes,Salaried,0,0,-1.08,0.2,0.35,0,85074.07,0.0
21,student,married,unknown,no,2630.19,no,no,cellular,24,mar,1077,3,168,1,unknown,yes,Student,0,0,0.63,0.71,0.76,1,1745.93,0.0
39,entrepreneur,divorced,secondary,no,90432.54,yes,no,cellular,20,jul,2469,5,-1,0,unknown,no,MSME,1,0,-0.3,0.64,0.41,1,465400.56,11.88
51,technician,married,unknown,no,252133.02,yes,no,cellular,28,apr,2467,4,-1,0,unknown,no,Salaried,0,0,-1.56,0.34,0.1,1,75652.92,0.0
57,services,single,tertiary,no,9073.28,no,no,unknown,13,nov,879,7,217,0,unknown,no,Jan Dhan,0,0,-1.0,0.63,0.21,0,1848.19,0.0
63,entrepreneur,divorced,tertiary,no,1881677.78,yes,yes,cellular,29,sep,178,10,92,1,success,no,MSME,1,0,-1.6,0.4,0.1,5,369304.68,12.86
31,management,married,tertiary,no,67252.61,no,no,unknown,9,oct,1090,9,161,1,failure,yes,Salaried,0,0,0.85,0.39,0.25,0,98173.91,0.0
65,entrepreneur,single,unknown,no,1606529.36,no,yes,cellular,12,dec,2307,8,235,0,unknown,no,MSME,0,0,-1.63,0.38,0.19,1,135013.98,8.33
36,entrepreneur,divorced,secondary,no,1678159.64,yes,no,cellular,3,apr,2050,2,-1,0,unknown,no,MSME,0,1,-1.63,0.23,0.43,5,420157.29,11.38
31,entrepreneur,divorced,primary,no,1682105.56,yes,yes,cellular,2,nov,2559,8,-1,0,unknown,yes,MSME,0,0,-0.07,0.39,0.45,2,62993.53,10.76
19,student,married,primary,no,2781.07,no,no,cellular,7,mar,1601,7,-1,0,unknown,yes,Student,0,0,-0.7,0.34,0.45,0,638.83,0.0
61,unemployed,married,unknown,no,3590.44,no,no,cellular,20,jul,379,7,-1,0,unknown,no,Jan Dhan,0,0,-1.88,0.5,0.11,0,480.56,0.0
36,technician,single,unknown,no,346255.9,no,no,cellular,5,nov,1240,4,268,2,unknown,yes,Salaried,0,0,-0.46,0.26,0.26,1,94106.75,0.0
51,technician,married,secondary,no,362951.9,no,yes,unknown,27,jul,195,2,214,2,success,yes,Salaried,0,0,0.42,0.31,0.29,2,45213.9,0.0
36,entrepreneur,single,primary,no,461583.32,yes,no,cellular,16,aug,2843,7,250,4,failure,yes,MSME,0,1,0.03,0.16,0.54,1,386163.19,11.62
20,student,divorced,secondary,no,167.99,no,no,telephone,14,nov,2216,4,45,3,other,no,Student,0,0,-1.5,0.72,0.88,0,523.83,0.0
53,management,single,primary,no,19617.61,yes,no,telephone,23,jul,1712,8,297,0,unknown,yes,Salaried,0,0,-0.23,0.23,0.1,3,64744.23,0.0
53,admin.,married,primary,no,360002.26,yes,no,cellular,31,nov,1430,8,-1,0,unknown,yes,Salaried,0,0,-0.59,0.03,0.16,0,50870.39,0.0
59,technician,divorced,tertiary,no,176184.97,yes,yes,unknown,26,mar,2557,4,-1,0,unknown,yes,Salaried,0,0,-1.4,0.28,0.15,3,26148.48,0.0
24,student,married,tertiary,no,4720.97,no,no,telephone,6,sep,140,2,173,0,unknown,no,Student,0,0,-1.33,0.8,0.63,0,852.08,0.0
40,blue-collar,divorced,primary,no,7700.95,no,no,unknown,30,aug,1882,2,-1,0,unknown,no,Jan Dhan,0,0,-1.68,0.83,0.27,0,2785.11,0.0
48,entrepreneur,single,primary,no,356213.47,no,yes,unknown,15,jul,36,4,243,2,other,no,MSME,0,0,0.26,0.62,0.35,3,368673.51,12.57
31,technician,divorced,tertiary,no,216643.88,yes,yes,unknown,15,mar,50,9,-1,0,unknown,yes,Salaried,0,0,0.32,0.37,0.21,1,26729.52,0.0
20,unemployed,divorced,tertiary,no,9025.11,no,no,cellular,29,nov,2880,9,156,2,unknown,no,Jan Dhan,0,0,-0.17,0.76,0.19,0,289.05,0.0
35,technician,married,primary,no,315936.24,yes,no,cellular,11,jul,2980,3,267,1,unknown,yes,Salaried,0,0,-0.98,0.31,0.44,3,74285.03,0.0
22,student,married,tertiary,no,1282.56,no,no,telephone,12,feb,205,2,230,4,unknown,yes,Student,0,1,0.42,0.27,0.89,0,1589.76,0.0
56,technician,divorced,secondary,no,124580.57,yes,yes,cellular,17,oct,798,6,-1,0,unknown,no,Salaried,0,0,-0.76,0.29,0.39,2,39185.52,0.0
30,management,married,unknown,no,115244.36,yes,no,telephone,15,dec,2015,7,-1,0,unknown,yes,Salaried,0,0,-0.63,0.24,0.26,0,46390.01,0.0
55,admin.,divorced,unknown,no,350290.65,no,yes,cellular,12,oct,1196,1,-1,0,unknown,no,Salaried,0,0,-0.88,0.38,0.37,3,55235.22,0.0
20,student,divorced,unknown,no,796.49,no,no,cellular,18,jun,286,1,214,4,failure,no,Student,0,0,0.34,0.73,0.84,0,572.98,0.0
